file_path,side,intensity_level,aggregated_value,confidence_score,aggregation_method,data_length,duration_seconds,mean_acceleration,std_acceleration,min_acceleration,max_acceleration,percentile_90,filename
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards01.c3d.ontrackclassifier.joblib,right,very_high,1.0900086157288924,0.018140959313173992,percentile_90,45580,30.386666666666667,1.0027793085608327,0.10460683202804948,0.0009904487251412813,1.3622534160449804,1.0900086157288924,L05 Cards01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards02.c3d.ontrackclassifier.joblib,right,very_high,1.0780952219868987,0.007013052654346324,percentile_90,35320,23.546666666666667,1.0106634635818939,0.06140719937654083,0.7639186097992111,1.2958696773989735,1.0780952219868987,L05 Cards02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards03.c3d.ontrackclassifier.joblib,right,high,1.0704070318147603,0.00016823124037658262,percentile_90,51360,34.24,1.0114635147500461,0.05093886803512365,0.7368150342457663,1.2301962208175592,1.0704070318147603,L05 Cards03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Drinking01.c3d.ontrackclassifier.joblib,right,high,1.0553907377877434,0.014194454322817117,percentile_90,16640,11.093333333333334,1.0039944828750966,0.05819917689653842,0.6917069320120541,1.2000337747168248,1.0553907377877434,L05 Drinking01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Drinking02.c3d.ontrackclassifier.joblib,right,high,1.0657138260456638,0.0045519993639035,percentile_90,17420,11.613333333333333,0.9940769661628359,0.1194149097809856,0.0011289662677159704,1.255069032008446,1.0657138260456638,L05 Drinking02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Drinking03.c3d.ontrackclassifier.joblib,right,very_high,1.0812265198669124,0.009937894331235845,percentile_90,17760,11.84,1.004057412005691,0.06180025006437233,0.7537542892933919,1.2229689131901835,1.0812265198669124,L05 Drinking03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Eating01.c3d.ontrackclassifier.joblib,right,high,1.0439186451795086,0.015158815824341946,percentile_90,13400,8.933333333333334,0.9912394971371083,0.10416034074173589,0.0770868552026192,1.1480451259043698,1.0439186451795086,L05 Eating01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Eating02.c3d.ontrackclassifier.joblib,right,high,1.0365113065521674,0.0082398660590178,percentile_90,12120,8.08,1.0033454630574226,0.03275757795089496,0.8901498174373921,1.1250994407587676,1.0365113065521674,L05 Eating02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Eating03.c3d.ontrackclassifier.joblib,right,high,1.0355259050669958,0.0073194351569645065,percentile_90,12900,8.6,1.0033991351680727,0.03080634132210512,0.9187151062306337,1.1066002325239097,1.0355259050669958,L05 Eating03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Glass01.c3d.ontrackclassifier.joblib,right,high,1.0487969014000382,0.019715433447794584,percentile_90,10280,6.8533333333333335,0.9873618805699588,0.11568189595498209,0.07769982889214515,1.1283435404516362,1.0487969014000382,L05 Glass01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Glass02.c3d.ontrackclassifier.joblib,right,high,1.033730740195284,0.005642631085661104,percentile_90,10260,6.84,0.9952071968227997,0.06723558137021982,0.47210734584314656,1.1229086237069532,1.033730740195284,L05 Glass02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Glass03.c3d.ontrackclassifier.joblib,right,high,1.0384771271793227,0.010076074021310978,percentile_90,10640,7.093333333333334,0.9838672722307038,0.13170696602144308,0.0008520305060976645,1.149236568572601,1.0384771271793227,L05 Glass03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 HairBrushing01.c3d.ontrackclassifier.joblib,right,very_high,1.1344888605953412,0.0596884833651076,percentile_90,15660,10.44,1.0169409745249691,0.11817780253030084,0.6558110624308474,1.5716446897978629,1.1344888605953412,L05 HairBrushing01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 HairBrushing02.c3d.ontrackclassifier.joblib,right,very_high,1.0990932853428141,0.02662664841901318,percentile_90,13000,8.666666666666666,0.9932663695017478,0.1446322251354568,0.0008933874109764261,1.4174823735993354,1.0990932853428141,L05 HairBrushing02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 HairBrushing03.c3d.ontrackclassifier.joblib,right,very_high,1.1247156509817553,0.050559651842164904,percentile_90,13180,8.786666666666667,1.0099728714117449,0.10242731292756835,0.5703521900377362,1.4725293533116575,1.1247156509817553,L05 HairBrushing03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Key01.c3d.ontrackclassifier.joblib,right,very_high,1.1220384114815853,0.04805893106465857,percentile_90,18840,12.56,1.0222827266885994,0.13824092217233652,0.012111137177929575,1.378287677807391,1.1220384114815853,L05 Key01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Key02.c3d.ontrackclassifier.joblib,right,very_high,1.1069369812917034,0.03395318511122334,percentile_90,19260,12.84,1.0354800112880884,0.06612555130937084,0.7341742314844018,1.2686670995648135,1.1069369812917034,L05 Key02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Key03.c3d.ontrackclassifier.joblib,right,very_high,1.1027857454174452,0.030075653122610443,percentile_90,25320,16.88,1.023397521365056,0.11544149473712842,0.006140583298708724,1.3694870365063565,1.1027857454174452,L05 Key03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Lying01.c3d.ontrackclassifier.joblib,right,medium,1.0119650272078007,0.004650028047962416,percentile_90,61220,40.81333333333333,1.0100056186333137,0.005926888556939671,0.8764170603760626,1.023314033254594,1.0119650272078007,L05 Lying01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Moisturiser01.c3d.ontrackclassifier.joblib,right,very_high,1.1662513244631052,0.08935674925385963,percentile_90,18000,12.0,1.0074544945907915,0.11803272789496065,0.6344419632342778,1.4297312057359883,1.1662513244631052,L05 Moisturiser01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Moisturiser02.c3d.ontrackclassifier.joblib,right,very_high,1.1467730090037087,0.07116269968263393,percentile_90,15180,10.12,1.0073373067045899,0.11434655799193397,0.6933549903687672,1.5470597828066155,1.1467730090037087,L05 Moisturiser02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Moisturiser03.c3d.ontrackclassifier.joblib,right,very_high,1.1511793102416343,0.07527847978259622,percentile_90,15680,10.453333333333333,1.008528722294807,0.11549103030406546,0.5649616729461543,1.4654405369465304,1.1511793102416343,L05 Moisturiser03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Reading01.c3d.ontrackclassifier.joblib,right,high,1.0382279970294435,0.009843369796654651,percentile_90,35480,23.653333333333332,1.0052235232940199,0.05239517185683408,0.38255477127227827,1.1847086308212051,1.0382279970294435,L05 Reading01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Reading02.c3d.ontrackclassifier.joblib,right,high,1.0426573911741963,0.013980720216310869,percentile_90,34160,22.773333333333333,1.00669407154934,0.03549432446020149,0.8114813095687622,1.1987655777191495,1.0426573911741963,L05 Reading02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Reading03.c3d.ontrackclassifier.joblib,right,medium,1.0239904998296199,0.0034554049543629286,percentile_90,32760,21.84,0.9984820263128135,0.07301326276775742,0.011914826581992848,1.1682444475405216,1.0239904998296199,L05 Reading03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Sitting01.c3d.ontrackclassifier.joblib,right,high,1.0294496522627303,0.0016438085886118239,percentile_90,61420,40.946666666666665,1.0271784059473614,0.009260881481594936,0.8167778640193989,1.0481743698142887,1.0294496522627303,L05 Sitting01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 SitToStand01.c3d.ontrackclassifier.joblib,right,high,1.0343360983515721,0.006208076096899957,percentile_90,17880,11.92,0.9953345504926394,0.11654854995027354,0.0012992355736290166,1.378933174406631,1.0343360983515721,L05 SitToStand01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 SitToStand02.c3d.ontrackclassifier.joblib,right,medium,1.0212545548892535,0.006010960539902842,percentile_90,17960,11.973333333333333,0.9998621763179656,0.06558971721228202,0.6839808568046379,1.4205557247256366,1.0212545548892535,L05 SitToStand02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 SitToStand03.c3d.ontrackclassifier.joblib,right,high,1.033510272859434,0.005436699846604483,percentile_90,17420,11.613333333333333,1.003742812802778,0.04766627108080188,0.8484856487505106,1.2496245041358813,1.033510272859434,L05 SitToStand03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 ToothBrushing01.c3d.ontrackclassifier.joblib,right,high,1.0523918120002103,0.016995651610772707,percentile_90,24120,16.08,1.0048377175019194,0.04777762369532103,0.7359470036154974,1.1780591839558616,1.0523918120002103,L05 ToothBrushing01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 ToothBrushing02.c3d.ontrackclassifier.joblib,right,high,1.0529879466379262,0.01643882198285457,percentile_90,32360,21.573333333333334,1.003540173406477,0.049058745976575883,0.8037859672790156,1.3113339596779654,1.0529879466379262,L05 ToothBrushing02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 ToothBrushing03.c3d.ontrackclassifier.joblib,right,high,1.0594589095005704,0.010394509817260453,percentile_90,30080,20.053333333333335,1.0029549555112582,0.050880313208381156,0.7958838251572028,1.2842012760620733,1.0594589095005704,L05 ToothBrushing03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Walk01.c3d.ontrackclassifier.joblib,right,very_high,1.1820615798605065,0.10412458536544146,percentile_90,17060,11.373333333333333,1.0353324263807109,0.09639012774881467,0.8033654657604123,1.3392560661168567,1.1820615798605065,L05 Walk01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Walk02.c3d.ontrackclassifier.joblib,right,very_high,1.1969241667575459,0.11800723570679504,percentile_90,16340,10.893333333333333,1.0345184136215548,0.11114582957788528,0.6052227156521611,1.3771330042852539,1.1969241667575459,L05 Walk02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Walk03.c3d.ontrackclassifier.joblib,right,very_high,1.1956856799860258,0.11685040621805848,percentile_90,16200,10.8,1.0399307354426752,0.10129092852611382,0.8365871557538221,1.3311037844954896,1.1956856799860258,L05 Walk03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 WalkingObject01.c3d.ontrackclassifier.joblib,right,very_high,1.108412104248526,0.035331048625962584,percentile_90,20840,13.893333333333333,1.0081674791407185,0.07164059479162631,0.7708608405829112,1.2575703440426227,1.108412104248526,L05 WalkingObject01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 WalkingObject02.c3d.ontrackclassifier.joblib,right,very_high,1.1035610870498025,0.03079987407093367,percentile_90,19000,12.666666666666666,1.0086009333334476,0.07116162274278448,0.788011763835611,1.236046202519596,1.1035610870498025,L05 WalkingObject02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 WalkingObject03.c3d.ontrackclassifier.joblib,right,very_high,1.1123149802060397,0.038976595839189075,percentile_90,19360,12.906666666666666,1.0082928754212093,0.0716267354860269,0.8133446020429586,1.2799110707700452,1.1123149802060397,L05 WalkingObject03.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Writing01.c3d.ontrackclassifier.joblib,right,medium,1.0167242002672476,0.009095414033322289,percentile_90,25880,17.253333333333334,0.9989858151883619,0.07847954088840159,0.10275412519652627,1.2193374966445727,1.0167242002672476,L05 Writing01.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Writing02.c3d.ontrackclassifier.joblib,right,high,1.0499828470837427,0.0192457859818336,percentile_90,13700,9.133333333333333,0.9993818154597625,0.07990706749029655,0.295954924046146,1.19575932414075,1.0499828470837427,L05 Writing02.c3d.ontrackclassifier.joblib
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Writing03.c3d.ontrackclassifier.joblib,right,medium,1.0266173323808934,0.0010017676389181963,percentile_90,17120,11.413333333333334,1.005873925684723,0.04417655120414575,0.7357833028308074,1.293102900692907,1.0266173323808934,L05 Writing03.c3d.ontrackclassifier.joblib
